Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,total-Time))
et/Main_Sentinel_padding_ralert,3,9,Random Forest R,0.787180678123548,0.665243875832254,0.70724980610557,0.665243875832254,0.679842838801699,0.75432824056449,1.996602058410644,0.078519821166992,2.075121879577637
et/Main_Sentinel_padding_ralert,3,10,Random Forest R,0.786994890849977,0.675400326498633,0.707768883441996,0.675400326498633,0.686565409830101,0.754924561161516,2.000967979431152,0.078850030899048,2.0798180103302
et/Main_Sentinel_padding_ralert,4,1,Random Forest R,0.785714285714286,0.658221288573868,0.705318736067992,0.658221288573868,0.673542037622362,0.752803116445932,1.988205909729004,0.077424049377441,2.065629959106445
et/Main_Sentinel_padding_ralert,4,2,Random Forest R,0.78181311536318,0.666687126107328,0.687693135069851,0.666687126107328,0.673247783263443,0.748922714559456,1.981155157089234,0.078874826431274,2.060029983520508
et/Main_Sentinel_padding_ralert,4,3,Random Forest R,0.777984208081746,0.646849572871965,0.701275335488367,0.646849572871965,0.665331508379385,0.744800866990758,1.98847508430481,0.079403877258301,2.06787896156311
et/Main_Sentinel_padding_ralert,4,4,Random Forest R,0.787273571760334,0.666534964409527,0.712227596991086,0.666534964409527,0.683972969006473,0.754074617917998,1.9687180519104,0.078500747680664,2.047218799591064
et/Main_Sentinel_padding_ralert,4,5,Random Forest R,0.785694379934974,0.656013672494703,0.698550004421227,0.656013672494703,0.672107399327916,0.75226859599634,1.980829954147339,0.077910900115967,2.058740854263306
et/Main_Sentinel_padding_ralert,4,6,Random Forest R,0.787180678123548,0.667810017538617,0.702127210193985,0.667810017538617,0.67990102157931,0.754905947627027,1.998399019241333,0.078447103500366,2.076846122741699
et/Main_Sentinel_padding_ralert,4,7,Random Forest R,0.785137018114259,0.65185296786992,0.704856624684084,0.65185296786992,0.669613374162608,0.752509510108592,1.962882041931152,0.078639030456543,2.041521072387695
et/Main_Sentinel_padding_ralert,4,8,Random Forest R,0.785229911751045,0.66438396374086,0.709267937721224,0.66438396374086,0.679009079422423,0.752222356797584,1.999387979507446,0.078700065612793,2.078088045120239
et/Main_Sentinel_padding_ralert,4,9,Random Forest R,0.787087784486763,0.667303291747859,0.705820422083968,0.667303291747859,0.682031874298696,0.755578001919128,1.951508045196533,0.078735828399658,2.030243873596192
et/Main_Sentinel_padding_ralert,4,10,Random Forest R,0.788481189038551,0.673929607600447,0.707135937169796,0.673929607600447,0.685251643702614,0.757155080958164,1.978214979171753,0.078184843063354,2.056399822235108
et/Main_Sentinel_padding_ralert,5,1,Random Forest R,0.777354634961917,0.654301961243442,0.682292296104736,0.654301961243442,0.663117999831224,0.743357560816887,2.013945817947388,0.078014135360718,2.091959953308106
et/Main_Sentinel_padding_ralert,5,2,Random Forest R,0.78710756083968,0.662397332535666,0.69805052520339,0.662397332535666,0.674711872739554,0.754088703364928,1.971828937530518,0.078772068023682,2.050601005554199
et/Main_Sentinel_padding_ralert,5,3,Random Forest R,0.786344635392476,0.660262071172689,0.701155120904908,0.660262071172689,0.675481049201636,0.754805923236087,1.974895000457764,0.077463150024414,2.052358150482178
et/Main_Sentinel_padding_ralert,5,4,Random Forest R,0.782814677194612,0.65572970079317,0.683639383451369,0.65572970079317,0.666221781606936,0.748763011773343,1.992837905883789,0.078531265258789,2.071369171142578
et/Main_Sentinel_padding_ralert,5,5,Random Forest R,0.783464932652113,0.648711509319199,0.704383256801306,0.648711509319199,0.669535125845647,0.750761822199241,1.994249820709228,0.077895879745483,2.072145700454712
et/Main_Sentinel_padding_ralert,5,6,Random Forest R,0.7921040408732,0.67387112770031,0.708383980167531,0.67387112770031,0.686283297517063,0.760091808531275,1.980520963668823,0.078352212905884,2.058873176574707
et/Main_Sentinel_padding_ralert,5,7,Random Forest R,0.777333952624245,0.65436392219873,0.688176176970297,0.65436392219873,0.665100844456303,0.743254904159524,2.016321897506714,0.079140901565552,2.095462799072266
et/Main_Sentinel_padding_ralert,5,8,Random Forest R,0.785973060845332,0.658524714256146,0.699562588284848,0.658524714256146,0.673148876942723,0.753663299200881,1.988633155822754,0.078873872756958,2.067507028579712
et/Main_Sentinel_padding_ralert,5,9,Random Forest R,0.786344635392476,0.659528554496337,0.707520325877179,0.659528554496337,0.678058477448556,0.754979506283829,1.98943305015564,0.078740119934082,2.068173170089722
et/Main_Sentinel_padding_ralert,5,10,Random Forest R,0.787273571760334,0.669403754925671,0.704624292625137,0.669403754925671,0.682598213588956,0.755065888143975,1.990701913833618,0.077721834182739,2.068423748016358
et/Main_Sentinel_padding_ralert,6,1,Random Forest R,0.781162920304663,0.643054224351448,0.686255761392332,0.643054224351448,0.657661487343134,0.747435310004394,1.982213020324707,0.077695846557617,2.059908866882324
et/Main_Sentinel_padding_ralert,6,2,Random Forest R,0.781348690321382,0.653026324025908,0.695212753463927,0.653026324025908,0.667491629704447,0.746996257639342,2.011338949203491,0.077842235565186,2.089181184768677
et/Main_Sentinel_padding_ralert,6,3,Random Forest R,0.789038550859266,0.668602648574521,0.695649398618461,0.668602648574521,0.678134621836228,0.756902320977676,2.012768983840942,0.078439950942993,2.091208934783936
et/Main_Sentinel_padding_ralert,6,4,Random Forest R,0.784022294472829,0.654004590371594,0.703448324275387,0.654004590371594,0.669794204516707,0.751263487914359,2.031745672225952,0.085509300231934,2.117254972457886
et/Main_Sentinel_padding_ralert,6,5,Random Forest R,0.787923827217836,0.666294147632058,0.698168295002923,0.666294147632058,0.678273588375243,0.756007993515916,2.006561040878296,0.077473640441895,2.08403468132019
et/Main_Sentinel_padding_ralert,6,6,Random Forest R,0.783557826288899,0.666113561950219,0.70360585270583,0.666113561950219,0.680030283245124,0.751064781394843,2.000689029693604,0.077923774719238,2.078612804412842
et/Main_Sentinel_padding_ralert,6,7,Random Forest R,0.78467254993033,0.660257094427262,0.693591558709128,0.660257094427262,0.671779665555327,0.752658728822159,2.002969026565552,0.077764987945557,2.080734014511108
et/Main_Sentinel_padding_ralert,6,8,Random Forest R,0.783464932652113,0.663584132944302,0.702503497540577,0.663584132944302,0.677349117934767,0.750569803903006,1.96533989906311,0.07862114906311,2.043961048126221
et/Main_Sentinel_padding_ralert,6,9,Random Forest R,0.789224338132838,0.671870799537995,0.719710639485538,0.671870799537995,0.688608740840435,0.756945490999157,1.981820106506348,0.077668905258179,2.059489011764526
et/Main_Sentinel_padding_ralert,6,10,Random Forest R,0.78736646539712,0.664953373009995,0.710165203927161,0.664953373009995,0.681837671876884,0.755550330585763,1.985712051391602,0.079154014587402,2.064866065979004
et/Main_Sentinel_padding_ralert,7,1,Random Forest R,0.780791380271224,0.657215428942712,0.700005457591057,0.657215428942712,0.671433496972639,0.74816497328445,1.984920024871826,0.07787013053894,2.062790155410766
et/Main_Sentinel_padding_ralert,7,2,Random Forest R,0.780698495262865,0.663609131893845,0.705141993829715,0.663609131893845,0.676697435950073,0.746961832862322,1.976813077926636,0.079352140426636,2.056165218353272
et/Main_Sentinel_padding_ralert,7,3,Random Forest R,0.782071528100325,0.662006408286305,0.707132088914867,0.662006408286305,0.677980885678355,0.749373721851076,1.988932132720947,0.07886004447937,2.067792177200318
et/Main_Sentinel_padding_ralert,7,4,Random Forest R,0.791360891778913,0.674602295400584,0.708085654426459,0.674602295400584,0.687807116492215,0.759336832361295,2.041187047958374,0.078614950180054,2.119801998138428
et/Main_Sentinel_padding_ralert,7,5,Random Forest R,0.787273571760334,0.664567491588412,0.691708871460826,0.664567491588412,0.673577351308232,0.754492243159524,1.996829032897949,0.077069997787476,2.073899030685425
et/Main_Sentinel_padding_ralert,7,6,Random Forest R,0.783743613562471,0.65592128254459,0.702132625793465,0.65592128254459,0.673374571707856,0.75132767640111,1.979748725891113,0.078819274902344,2.058568000793457
et/Main_Sentinel_padding_ralert,7,7,Random Forest R,0.780771017185323,0.650185667783846,0.702449796232715,0.650185667783846,0.66792567380902,0.746779583884423,1.974718809127808,0.078472852706909,2.053191661834717
et/Main_Sentinel_padding_ralert,7,8,Random Forest R,0.780399442638179,0.650225404882133,0.694350105871324,0.650225404882133,0.665619858695731,0.74734337322131,1.999025106430054,0.078842878341675,2.077867984771728
et/Main_Sentinel_padding_ralert,7,9,Random Forest R,0.790339061774268,0.65991270787255,0.701455754545053,0.65991270787255,0.674470888799631,0.758599804438519,2.000604867935181,0.07712197303772,2.0777268409729
et/Main_Sentinel_padding_ralert,7,10,Random Forest R,0.793961913608918,0.683220405180126,0.712749024531699,0.683220405180126,0.69289162879977,0.762659336844694,1.99518895149231,0.078346967697144,2.073535919189453
et/Main_Sentinel_padding_ralert,8,1,Random Forest R,0.775496934794724,0.643054047685584,0.68144753080005,0.643054047685584,0.655887612025695,0.741681976368369,1.978326082229614,0.078593015670776,2.05691909790039
et/Main_Sentinel_padding_ralert,8,2,Random Forest R,0.788129295931637,0.664285538885856,0.707750211760106,0.664285538885856,0.677892444223998,0.756483409335359,1.981323003768921,0.077632904052734,2.058955907821655
et/Main_Sentinel_padding_ralert,8,3,Random Forest R,0.789967487227125,0.665348565799863,0.715596561449305,0.665348565799863,0.684870148188898,0.757839292241863,1.999993801116943,0.077821016311646,2.077814817428589
et/Main_Sentinel_padding_ralert,8,4,Random Forest R,0.777148165350673,0.653421834383865,0.681569164399158,0.653421834383865,0.663458192955036,0.744180936972749,1.985490798950195,0.079126119613647,2.064616918563843
et/Main_Sentinel_padding_ralert,8,5,Random Forest R,0.786994890849977,0.65992956038158,0.697843128766811,0.65992956038158,0.673974422392511,0.754928600241184,1.960653066635132,0.07913088798523,2.039783954620361
et/Main_Sentinel_padding_ralert,8,6,Random Forest R,0.792011147236414,0.669639244129349,0.721699500950853,0.669639244129349,0.688816477584746,0.759649683051119,2.009124994277954,0.078500747680664,2.087625741958618
et/Main_Sentinel_padding_ralert,8,7,Random Forest R,0.791918253599628,0.663346397342063,0.698985094729025,0.663346397342063,0.675552938724863,0.760080891311985,1.999201059341431,0.077131986618042,2.076333045959473
et/Main_Sentinel_padding_ralert,8,8,Random Forest R,0.782164421737111,0.65772182887207,0.686332218842341,0.65772182887207,0.668538119491389,0.748725330199378,2.001818895339966,0.078454971313477,2.080273866653442
et/Main_Sentinel_padding_ralert,8,9,Random Forest R,0.784022294472829,0.662332762878885,0.700710750461497,0.662332762878885,0.676439824842778,0.751552551800193,1.98166275024414,0.078844785690308,2.060507535934448
et/Main_Sentinel_padding_ralert,8,10,Random Forest R,0.783557826288899,0.653664396638584,0.689853206759983,0.653664396638584,0.667339143856314,0.749959439666785,1.973609924316406,0.077240228652954,2.05085015296936
et/Main_Sentinel_padding_ralert,9,1,Random Forest R,0.784321010588891,0.65464668371429,0.693515818254826,0.65464668371429,0.668385004485576,0.751795489106412,2.008601903915405,0.077960014343262,2.086561918258667
et/Main_Sentinel_padding_ralert,9,2,Random Forest R,0.784878320639049,0.663825942967336,0.696315061257655,0.663825942967336,0.676561675014172,0.752778386339548,2.042565107345581,0.077692270278931,2.120257377624512
et/Main_Sentinel_padding_ralert,9,3,Random Forest R,0.784858337203902,0.662783346222768,0.689801024085024,0.662783346222768,0.67259294427585,0.752269347037211,2.006667137145996,0.077673196792603,2.084340333938599
et/Main_Sentinel_padding_ralert,9,4,Random Forest R,0.782071528100325,0.658382119952217,0.695738641018906,0.658382119952217,0.672098831806459,0.74851199527366,1.993668079376221,0.078073263168335,2.071741342544556
et/Main_Sentinel_padding_ralert,9,5,Random Forest R,0.790803529958198,0.675715193454741,0.711716928698556,0.675715193454741,0.688599121938413,0.758831876577305,1.974339008331299,0.078023910522461,2.05236291885376
et/Main_Sentinel_padding_ralert,9,6,Random Forest R,0.783000464468184,0.660214598569679,0.706948060540207,0.660214598569679,0.676362140174176,0.75020517621692,2.007546901702881,0.078130960464478,2.085677862167358
et/Main_Sentinel_padding_ralert,9,7,Random Forest R,0.786158848118904,0.667104161455667,0.710188348268465,0.667104161455667,0.682136157051438,0.753878563148744,2.007499933242798,0.077566862106323,2.085066795349121
et/Main_Sentinel_padding_ralert,9,8,Random Forest R,0.780956804458895,0.654588586648978,0.713947087054474,0.654588586648978,0.671844763549936,0.747578844202516,1.9999680519104,0.078596115112305,2.078564167022705
et/Main_Sentinel_padding_ralert,9,9,Random Forest R,0.78309335810497,0.658085656486296,0.696837928653677,0.658085656486296,0.670753921788897,0.750081831993077,1.977782011032104,0.078057050704956,2.05583906173706
et/Main_Sentinel_padding_ralert,9,10,Random Forest R,0.786623316302833,0.650713513506928,0.687342746052956,0.650713513506928,0.665247722294171,0.753831212042055,2.048722267150879,0.078170776367188,2.126893043518066
